"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 113 MB."
"Message",High,"Generating serialization code"
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Program Files\Microsoft SDKs\NuGetPackagesFallback\microsoft.net.native.compiler\1.7.3\tools\x86\ilc\csc\csc.exe /noconfig @""C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\TravelApplication.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'DumpNativeResources' transform, heap at 86 MB."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 86 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 106 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 108 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 116 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 104 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 118 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 116 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 116 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 122 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 122 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 122 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 124 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 124 MB."
"Message",Normal,"Running 'ExceptionMiniaturizer' transform, heap at 126 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 133 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 133 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 133 MB."
"Message",Normal,"Running 'GetType' transform, heap at 133 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 133 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 134 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 134 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 135 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 135 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 140 MB."
"Message",Normal,"Running 'InjectAppContextSwitches' transform, heap at 140 MB."
"Message",Normal,"Running 'ImplementLibraryDynamicInvokeHelpers' transform, heap at 140 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 140 MB."
"Message",Normal,"Running 'DelegateCtorCall' transform, heap at 144 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 144 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 149 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 149 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 149 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 155 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 155 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 155 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 155 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 155 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 156 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 156 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 185 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  5630 |         20 | ReducedCopyInitialize"
"Message",Normal,"  5118 |        -27 | GenerateCodeAndCompile"
"Message",Normal,"  3718 |         46 | Analysis"
"Message",Normal,"  1730 |        -40 | WriteAssemblies"
"Message",Normal,"  1106 |         25 | Mcg"
"Message",Normal,"   400 |          0 | DumpNativeResources"
"Message",Normal,"   350 |          6 | CreateMetadata"
"Message",Normal,"   264 |         -2 | ReducedCopyComplete"
"Message",Normal,"   250 |         29 | Reducer"
"Message",Normal,"   205 |          2 | McgTypeOf"
"Message",Normal,"    87 |         14 | ReducedCopyMethodBodies"
"Message",Normal,"    84 |        -12 | ReducedCopyLateMetadata"
"Message",Normal,"    79 |          8 | ReducedCopyPopulateTypes"
"Message",Normal,"    55 |          5 | StaticInitData"
"Message",Normal,"    52 |          2 | McgRedirect"
"Message",Normal,"    45 |          0 | McgAccessor"
"Message",Normal,"    36 |          5 | LazyGenerics"
"Message",Normal,"    27 |          7 | ExceptionMiniaturizer"
"Message",Normal,"    16 |          2 | ReducedCopyEmptyTypes"
"Message",Normal,"    15 |          0 | McgRedirect"
"Message",Normal,"    14 |          1 | TypeofTypeHandle"
"Message",Normal,"    14 |          4 | Delegate"
"Message",Normal,"    12 |          1 | ReflectionMappingInfoEmit"
"Message",Normal,"    11 |          0 | StartupCodeInjector"
"Message",Normal,"    11 |          0 | ReducedCopyCleanup"
"Message",Normal,"     7 |          0 | DelegateCtorCall"
"Message",Normal,"     7 |          0 | ValueType"
"Message",Normal,"     6 |          0 | SaveRVAStatics"
"Message",Normal,"     5 |          6 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Normal,"     4 |          1 | McgFixups"
"Message",Normal,"     2 |          0 | DispatchProxyIntrinsics"
"Message",Normal,"     2 |          0 | GetType"
"Message",Normal,"     2 |          0 | Attribute"
"Message",Normal,"     1 |          0 | ScrubOpenCalls"
"Message",Normal,"     1 |          0 | ReflectionInvoke"
"Message",Normal,"     1 |          0 | ConvertCatchIntoFilter"
"Message",Normal,"     0 |          0 | ResourceManagerCtor"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          0 | EventSource"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     0 |          0 | InjectAppContextSwitches"
"Message",Normal,"     0 |          0 | ImplementLibraryDynamicInvokeHelpers"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Program Files\Microsoft SDKs\NuGetPackagesFallback\microsoft.net.native.compiler\1.7.3\tools\x86\ilc\Tools\nutc_driver.exe @""C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\MDIL\TravelApplication.rsp""'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 1.7.25927.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Low,"Scanning input types"
"Message",Low,"Scanning 673 methods."
"Message",Low,"Scanning 718 methods."
"Message",Low,"Scanning 165 methods."
"Message",Low,"Scanning 58 methods."
"Message",Low,"Scanning 984 methods."
"Message",Low,"Scanning 800 methods."
"Message",Low,"Scanning 379 methods."
"Message",Low,"Scanning 342 methods."
"Message",Low,"Scanning 113 methods."
"Message",Low,"Scanning 26 methods."
"Message",Low,"Scanning 25 methods."
"Message",Low,"Scanning 10 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 18 methods."
"Message",Low,"Scanning 42 methods."
"Message",Low,"Scanning 54 methods."
"Message",Low,"Scanning 103 methods."
"Message",Low,"Scanning 69 methods."
"Message",Low,"Scanning 44 methods."
"Message",Low,"Scanning 4 methods."
"Message",Low,"Eager code generation"
"Message",Low,"Compiling 4638 methods."
"Message",Low,"Deferred code generation"
"Message",Low,"Successfully generated 'C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\MDIL\TravelApplication.mdilexe'"
"Message",Low,"Successfully generated 'C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\MDIL\TravelApplication.mdilpdb'"
"Message",Normal,"'C:\Program Files\Microsoft SDKs\NuGetPackagesFallback\microsoft.net.native.compiler\1.7.3\tools\x86\ilc\Tools\nutc_driver.exe @""C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\MDIL\TravelApplication.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |      125 |     5454 |     5454 |     5329 |     5454 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       5454 ms"
"Message",Normal,"System time per command: 5454 ms"
"Message",Normal,"Total duration:          5329 ms"
"Message",Normal,"Total lifetime:          5454 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'C:\Program Files\Windows Kits\10\bin\10.0.16299.0\x86\rc.exe /c ""65001"" /r /fo ""C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files\Windows Kits\10\bin\10.0.16299.0\x86\rc.exe /c ""65001"" /r /fo ""C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |      421 |      656 |      656 |      235 |      656 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       656 ms"
"Message",Normal,"System time per command: 656 ms"
"Message",Normal,"Total duration:          235 ms"
"Message",Normal,"Total lifetime:          656 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            0.4"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\ILTransformed\TravelApplication.res' at offset 0."
"Message",Normal," Added 'C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1448."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""MDILBindPrepare"" in file ""Binder""."
"Message",Low,""
"Message",High,"Generating fixups for native code"
"Message",Low,"Task ""MDILBind"""
"Message",Normal,"Launching 'C:\Program Files\Microsoft SDKs\NuGetPackagesFallback\microsoft.net.native.compiler\1.7.3\tools\x86\ilc\Tools\rhbind.exe @""C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\rhbindargs.TravelApplication.rsp""'"
"Message",Low,"OS VERSION: major: 6  minor: 2"
"Message",Low,"MDIL: C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\MDIL\TravelApplication.mdilexe"
"Message",Low,"MDILPDB: C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\MDIL\TravelApplication.mdilpdb"
"Message",Low,"IL: C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\MDIL\TravelApplication.ilexe"
"Message",Low,"NI: C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\Native\TravelApplication.dll"
"Message",Low,"SHIM: C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\Native\TravelApplication.exe"
"Message",Low,"REDHAWK_RUNTIME_DLL_NAME_A=mrt100_app.dll"
"Message",Low,"pdb: C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\Native\TravelApplication.pdb"
"Message",Low,"Produced C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\Native\TravelApplication.dll in 0.991 seconds"
"Message",Normal,"'C:\Program Files\Microsoft SDKs\NuGetPackagesFallback\microsoft.net.native.compiler\1.7.3\tools\x86\ilc\Tools\rhbind.exe @""C:\Users\melis\source\repos\TravelApplication\TravelApplication\obj\x86\Release\ilc\intermediate\rhbindargs.TravelApplication.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |      281 |     1375 |     1375 |     1094 |     1375 | [0] rhbind TravelApplication"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       1375 ms"
"Message",Normal,"System time per command: 1375 ms"
"Message",Normal,"Total duration:          1094 ms"
"Message",Normal,"Total lifetime:          1375 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            0.8"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""MDILBind""."
"Message",Low,"Done building target ""MDILBind"" in file ""Binder""."
"Message",Low,"Done building project ""Binder""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""CopyNativeExecutablesToOutput"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Task ""TransformAppxManifest"""
"Message",Low,"Done executing task ""TransformAppxManifest""."
"Message",Low,"Done building target ""TransformAppxManifestAndAddCrt"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Done building target ""CopyPackageResourceFileInRetailBuild"" in file ""Deployment""."
"Message",Low,"Done building project ""Deployment""."
"Message",Low,"Compilation finished"
